id|song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
292|No La Quiero Más|Edmundo Rivero|Si la vida me diera de nuevo La oportunidad De volver a vivirla otra vez No la quiero másSon tan malos todos los recuerdos Que ella me dejó Que si debo volver a vivirla Le digo que noCada vez que le supe pedir Algo, me negó Siendo que para hacerme feliz Poco ansiaba yoSi hoy la vida me diera de nuevo Otra vida y la oportunidad De volver a vivirla otra vez No la quiero más|Si la vida me diera de nuevo La oportunidad De volver a vivirla otra vez No la quiero más<>Son tan malos todos los recuerdos Que ella me dejó Que si debo volver a vivirla Le digo que no<>Cada vez que le supe pedir Algo, me negó Siendo que para hacerme feliz Poco ansiaba yo<>Si hoy la vida me diera de nuevo Otra vida y la oportunidad De volver a vivirla otra vez No la quiero más<>|es|374|[('active', 4.220446944236755), ('stereotype', 2.5090722367167473), ('sexual_harassment', 2.036399766802788), ('dominance', 1.5864891931414604)]|('Si hoy la vida me diera de nuevo Otra vida y la oportunidad De volver a vivirla otra vez No la quiero más', ('stereotype', 2.7988100424408913), 0)
293|Mi Petenera|Antonio Molina|El lanzar una copla No es alegría Que la pena más grande Va en un cantar Y en la noche serena De andalucía En mi pecho una copla Siento brotarSolea, la soleares Martinete, petenera Alma de viejo cantares Que ya nadie los recuerda Eres lirio abandonao Ya no tienes quien te quiera Sola va por esos mundos Niña mía petenera Sola va por esos mundos Niña mía peteneraEn la noche andaluza Recoge el viento El rumor de las hojas Del palmeral Y en la sombra me llega Como un lamento Una vieja guitarra a el ragear Un cantar que vuela errante Va buscando una sonata Alguien que sienta y lo cante Niña mía de mi alma Ya se, fue busca el olvio No encontró calor de nadie Va muertecita de frió Niña mía por la calle Va muertecita de frió Niña mía por la calle Niña mía por la calle Va muertecita de frió Niña mía por la calle|El lanzar una copla No es alegría Que la pena más grande Va en un cantar Y en la noche serena De andalucía En mi pecho una copla Siento brotar<>Solea, la soleares Martinete, petenera Alma de viejo cantares Que ya nadie los recuerda Eres lirio abandonao Ya no tienes quien te quiera Sola va por esos mundos Niña mía petenera Sola va por esos mundos Niña mía petenera<>En la noche andaluza Recoge el viento El rumor de las hojas Del palmeral Y en la sombra me llega Como un lamento Una vieja guitarra a el ragear Un cantar que vuela errante Va buscando una sonata Alguien que sienta y lo cante Niña mía de mi alma Ya se, fue busca el olvio No encontró calor de nadie Va muertecita de frió Niña mía por la calle Va muertecita de frió Niña mía por la calle Niña mía por la calle Va muertecita de frió Niña mía por la calle<>|es|814|[('stereotype', 9.873991459608078), ('active', 6.919649243354797), ('passive', 2.9420707374811172), ('discredit', 2.0926760509610176)]|('En la noche andaluza Recoge el viento El rumor de las hojas Del palmeral Y en la sombra me llega Como un lamento Una vieja guitarra a el ragear Un cantar que vuela errante Va buscando una sonata Alguien que sienta y lo cante Niña mía de mi alma Ya se, fue busca el olvio No encontró calor de nadie Va muertecita de frió Niña mía por la calle Va muertecita de frió Niña mía por la calle Niña mía por la calle Va muertecita de frió Niña mía por la calle', ('stereotype', 7.066892087459564), 1)
294|Lejana Tierra Mia|Carlos Gardel|Lejana tierra mía Bajo tu cielo, bajo tu cielo, Quiero morirme un día Con tu consuelo, con tu consuelo.Y oír el canto de oro De tus campanas que siempre aoro, No se si al contemplarte al regresar Sabre reír o llorar.Silencio de mi aldea Que solo quiebra la serenata De un ardiente Romeo Bajo una dulce luna de plata.En un balcón florido Se oye el murmullo de un juramento, Que la brisa llevo con el rumor De otras cuitas de amor.Siempre esta el balcón Con su flor y su sol, Tu no estas, faltas tu Oh, mi amor.Lejana tierra mía De mis amores, como te nombro En mis noches de insomnio Con las pupilas llenas de asombro... Dime, estrellita mía, Que no son vanas mis esperanzas, Bien sabes tu que pronto he de volver A mi viejo querer.|Lejana tierra mía Bajo tu cielo, bajo tu cielo, Quiero morirme un día Con tu consuelo, con tu consuelo.<>Y oír el canto de oro De tus campanas que siempre aoro, No se si al contemplarte al regresar Sabre reír o llorar.<>Silencio de mi aldea Que solo quiebra la serenata De un ardiente Romeo Bajo una dulce luna de plata.<>En un balcón florido Se oye el murmullo de un juramento, Que la brisa llevo con el rumor De otras cuitas de amor.<>Siempre esta el balcón Con su flor y su sol, Tu no estas, faltas tu Oh, mi amor.<>Lejana tierra mía De mis amores, como te nombro En mis noches de insomnio Con las pupilas llenas de asombro... Dime, estrellita mía, Que no son vanas mis esperanzas, Bien sabes tu que pronto he de volver A mi viejo querer.<>|es|731|[('active', 28.01496982574463), ('stereotype', 25.303083658218384), ('sexual_harassment', 6.16866834461689), ('dominance', 4.426233097910881)]|('Lejana tierra mía De mis amores, como te nombro En mis noches de insomnio Con las pupilas llenas de asombro... Dime, estrellita mía, Que no son vanas mis esperanzas, Bien sabes tu que pronto he de volver A mi viejo querer.', ('stereotype', 30.027592182159424), 0)
297|Nosotros Dos|Paté de Fuá|Paso la vida Intentando olvidar lo que fuimos Pero no puedo olvidar Voy llevando el dolor Donde quiera que voyPaso la vida intentado Olvidar el pasado Pero te siento a mi lado Como una sombra fatal Un hechizo de amor Que no puedo olvidarNosotros dos Nosotros dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas perdidas En la oscuridadY a la distancia seremos Palomas pérdidas En la oscuridadPaso la vida Intentando escapar de nosotros Pero no se ha donde ir No es posible escapar Si estás dentro de míSi con el agua del mar Se borrará la pena Como una huella en la arena Y no queda la señal Yo podría tal vez volver a comenzarNosotros Dos Nosotros Dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas pérdidas En la oscuridadY a la distancia seremos Palomas pérdidas En la oscuridadNosotros Dos Nosotros Dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas perdidas En la oscuridadY a la distancia seremos Palomas pérdidas En la oscuridad|Paso la vida Intentando olvidar lo que fuimos Pero no puedo olvidar Voy llevando el dolor Donde quiera que voy<>Paso la vida intentado Olvidar el pasado Pero te siento a mi lado Como una sombra fatal Un hechizo de amor Que no puedo olvidar<>Nosotros dos Nosotros dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas perdidas En la oscuridad<>Y a la distancia seremos Palomas pérdidas En la oscuridad<>Paso la vida Intentando escapar de nosotros Pero no se ha donde ir No es posible escapar Si estás dentro de mí<>Si con el agua del mar Se borrará la pena Como una huella en la arena Y no queda la señal Yo podría tal vez volver a comenzar<>Nosotros Dos Nosotros Dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas pérdidas En la oscuridad<>Y a la distancia seremos Palomas pérdidas En la oscuridad<>Nosotros Dos Nosotros Dos Seremos siempre una cuenta pendiente Una razón sin olvido Un sueño dormido Que no morirá Nosotros dos Nosotros dos Somos orillas de la misma herida Y a la distancia seremos Palomas perdidas En la oscuridad<>Y a la distancia seremos Palomas pérdidas En la oscuridad<>|es|1336|[('active', 2.39177905023098), ('stereotype', 2.0672403275966644), ('sexual_harassment', 1.556551642715931), ('dominance', 1.3380002230405807)]|('Y a la distancia seremos Palomas pérdidas En la oscuridad', ('passive', 57.806217670440674), 3)
298|Dar El Alma|Cacho Castaña|Se posó mi mano como mariposa En tu hombro herido Solo con mirarte me quedé en tus ojos Me quedé en tus alas Digan lo que digan, nada para mí Tiene sentido Yo le abrí las puertas al amor Y estoy contigoViste en mí la flor, y de un tirar Quitaste las espinas Presentí tu fuego provocar mi miedo, provocar mi calma Y en tu laberinto de promesas Me jugué la vida Y sobre la mesa de mi corazón Pusiste el almaY viste en mí la flor Y el Sol cayó en tus ojos Mis pétalos abriste poco a poco Y digan lo que digan, ya no nos importa nada Son cosas de la vida Amar... Y dar el almaLa Luna está en el cielo Como ahora yo, estoy en tus brazos Y así amaneceremos hasta ver la luz La luz del alba Yo voy a caminar entre tus pies Y tú sobre mis pasos La piel será un racimo de mi amor Y el mío es darle el alma|Se posó mi mano como mariposa En tu hombro herido Solo con mirarte me quedé en tus ojos Me quedé en tus alas Digan lo que digan, nada para mí Tiene sentido Yo le abrí las puertas al amor Y estoy contigo<>Viste en mí la flor, y de un tirar Quitaste las espinas Presentí tu fuego provocar mi miedo, provocar mi calma Y en tu laberinto de promesas Me jugué la vida Y sobre la mesa de mi corazón Pusiste el alma<>Y viste en mí la flor Y el Sol cayó en tus ojos Mis pétalos abriste poco a poco Y digan lo que digan, ya no nos importa nada Son cosas de la vida Amar... Y dar el alma<>La Luna está en el cielo Como ahora yo, estoy en tus brazos Y así amaneceremos hasta ver la luz La luz del alba Yo voy a caminar entre tus pies Y tú sobre mis pasos La piel será un racimo de mi amor Y el mío es darle el alma<>|es|796|[('active', 38.142526149749756), ('sexual_harassment', 30.481383204460144), ('stereotype', 11.709685623645782), ('dominance', 5.150813981890678)]|('La Luna está en el cielo Como ahora yo, estoy en tus brazos Y así amaneceremos hasta ver la luz La luz del alba Yo voy a caminar entre tus pies Y tú sobre mis pasos La piel será un racimo de mi amor Y el mío es darle el alma', ('sexual_harassment', 80.91119527816772), 3)
299|Mi Tango Triste|Roberto Goyeneche|Me torturé sin ti y entonces te busqué Por los caminos del recuerdo Y en el pasado más lejano te agitabas por volver Y por librarte de ese infierno Y se arrastró hasta mí tu vida sin amor Con su dolor y su silencio Y disfrazamos un pasado que luchaba por querer VolverY fuiste tú La que alegró mi soledad Quien transformó en locura Mi pasión y mi ternura Y en horror mis horas mansas Tú Mi tango triste fuiste tú Y nadie existe más que tú En mi destino Y hoy Te has hecho a un lado en mi camino Y es muy tarde ya Para volver llorando atrás Y contener la angustia Que por mustia Duele mucho másSe desgarró la luz y enmudeció mi voz Aquella noche sin palabras Al ver que tu alma estaba ausente y a tu lado siempre yo Como una cosa abandonada Y se arrastró hasta ti la sombra de otro amor Y otra voz que te llamaba Y me sumiste en un pasado que luchaba por querer Volver|Me torturé sin ti y entonces te busqué Por los caminos del recuerdo Y en el pasado más lejano te agitabas por volver Y por librarte de ese infierno Y se arrastró hasta mí tu vida sin amor Con su dolor y su silencio Y disfrazamos un pasado que luchaba por querer Volver<>Y fuiste tú La que alegró mi soledad Quien transformó en locura Mi pasión y mi ternura Y en horror mis horas mansas Tú Mi tango triste fuiste tú Y nadie existe más que tú En mi destino Y hoy Te has hecho a un lado en mi camino Y es muy tarde ya Para volver llorando atrás Y contener la angustia Que por mustia Duele mucho más<>Se desgarró la luz y enmudeció mi voz Aquella noche sin palabras Al ver que tu alma estaba ausente y a tu lado siempre yo Como una cosa abandonada Y se arrastró hasta ti la sombra de otro amor Y otra voz que te llamaba Y me sumiste en un pasado que luchaba por querer Volver<>|es|867|[('active', 22.844354808330536), ('sexual_harassment', 10.738100111484528), ('stereotype', 5.734558030962944), ('dominance', 4.667694121599197)]|('Se desgarró la luz y enmudeció mi voz Aquella noche sin palabras Al ver que tu alma estaba ausente y a tu lado siempre yo Como una cosa abandonada Y se arrastró hasta ti la sombra de otro amor Y otra voz que te llamaba Y me sumiste en un pasado que luchaba por querer Volver', ('stereotype', 6.936471164226532), 1)
301|Secreto|Carlos Gardel|Quien sos, que no puedo salvarme muñeca maldita, castigo de Dios... Ventarrón que desgaja en su furia un ayer de ternuras, de hogar y de fe... Por vos se ha cambiado mi vida -sagrada y sencilla como una oración- en un bárbaro horror de problemas que atora mis venas y enturbia mi honor.No puedo ser más vil ni puedo ser mejor, vencido por tu hechizo que trastorna mi deber... Por vos a mi mujer la vida he destrozao y es pan de mis dos hijos todo el lujo que te he dao. No pudo reaccionar ni puedo comprender, perdido en la tormenta de tu voz que me embrujó... La seda de tu piel que me estremece y al latir florece, con mi perdición...Resuelto a borrar con un tiro su sombra maldita que ya es obsesión, he buscao en mi noche un lugar pa morir, pero el arma se afloja en traición... No sé si merezco este oprobio feroz, pero en cambio he legado a saber que es mentira que yo no me mato pensando en mis hijos...no, lo hago por vos...|Quien sos, que no puedo salvarme muñeca maldita, castigo de Dios... Ventarrón que desgaja en su furia un ayer de ternuras, de hogar y de fe... Por vos se ha cambiado mi vida -sagrada y sencilla como una oración- en un bárbaro horror de problemas que atora mis venas y enturbia mi honor.<>No puedo ser más vil ni puedo ser mejor, vencido por tu hechizo que trastorna mi deber... Por vos a mi mujer la vida he destrozao y es pan de mis dos hijos todo el lujo que te he dao. No pudo reaccionar ni puedo comprender, perdido en la tormenta de tu voz que me embrujó... La seda de tu piel que me estremece y al latir florece, con mi perdición...<>Resuelto a borrar con un tiro su sombra maldita que ya es obsesión, he buscao en mi noche un lugar pa morir, pero el arma se afloja en traición... No sé si merezco este oprobio feroz, pero en cambio he legado a saber que es mentira que yo no me mato pensando en mis hijos...no, lo hago por vos...<>|es|932|[('active', 10.152316093444824), ('sexual_harassment', 5.434177815914154), ('stereotype', 5.093812197446823), ('dominance', 2.1297546103596687)]|('Resuelto a borrar con un tiro su sombra maldita que ya es obsesión, he buscao en mi noche un lugar pa morir, pero el arma se afloja en traición... No sé si merezco este oprobio feroz, pero en cambio he legado a saber que es mentira que yo no me mato pensando en mis hijos...no, lo hago por vos...', ('sexual_harassment', 2.4582192301750183), 0)
302|Sueño de Barrilete|Eladia Blázquez|Desde chico ya tenía en el mirar Esa loca fantasía de soñar Fue mi sueño de purrete Ser igual que un barrilete Que elevándose entre nubes Con un viento de esperanza, sube y sube Y crecí en ese mundo de ilusión Y escuché sólo a mi propio corazón Mas la vida no es juguete Y el lirismo en un billete sin valorYo quise ser un barrilete Buscando altura en mi ideal Tratando de explicarme que la vida es algo más Que darlo todo por comida Y he sido igual que un barrillete Al que un mal viento puso fin No sé si me falló la fe, la voluntad O acaso fue que me faltó piolínEn amores sólo tuve decepción Regalé por no vender mi corazón Hice versos olvidando Que la vida es sólo prosa dolorida Que va ahogando lo mejor Y abriendo heridas, ¡ay!, la vida Hoy me aterra este cansancio sin final Hice trizas mi sonrisa de cristal Cuando miro un barrilete Me pregunto: ¿aquel purrete donde está?|Desde chico ya tenía en el mirar Esa loca fantasía de soñar Fue mi sueño de purrete Ser igual que un barrilete Que elevándose entre nubes Con un viento de esperanza, sube y sube Y crecí en ese mundo de ilusión Y escuché sólo a mi propio corazón Mas la vida no es juguete Y el lirismo en un billete sin valor<>Yo quise ser un barrilete Buscando altura en mi ideal Tratando de explicarme que la vida es algo más Que darlo todo por comida Y he sido igual que un barrillete Al que un mal viento puso fin No sé si me falló la fe, la voluntad O acaso fue que me faltó piolín<>En amores sólo tuve decepción Regalé por no vender mi corazón Hice versos olvidando Que la vida es sólo prosa dolorida Que va ahogando lo mejor Y abriendo heridas, ¡ay!, la vida Hoy me aterra este cansancio sin final Hice trizas mi sonrisa de cristal Cuando miro un barrilete Me pregunto: ¿aquel purrete donde está?<>|es|881|[('active', 2.006620354950428), ('stereotype', 1.9699431955814362), ('sexual_harassment', 1.385949645191431), ('dominance', 1.2716840021312237)]|('En amores sólo tuve decepción Regalé por no vender mi corazón Hice versos olvidando Que la vida es sólo prosa dolorida Que va ahogando lo mejor Y abriendo heridas, ¡ay!, la vida Hoy me aterra este cansancio sin final Hice trizas mi sonrisa de cristal Cuando miro un barrilete Me pregunto: ¿aquel purrete donde está?', ('stereotype', 3.568287193775177), 0)
303|Aquellas Cartas|Carlos Gardel|Igual que las estelas, que siguen las naves Yo marcharé constante detrás de tu querer Mi amor es todo tuyo, muy tuyo, bien lo sabes Y por mi madre juro, que eterno habrá de ser No olvides que te quiero, ni dejes de quererme Ya sabes cuanto sufro si estás lejos de mí Recibe muchos besos y ven prontito a verme ¡Son frases que tu pluma ha escrito para mí!Carillas azules, pálidas y rosas Donde rezan cosas que hoy no puedo creer Jirones herejes, del sutil emblema Que flameó al poema del primer querer Frases primorosas que evocan rubores Y entonan amores que sintió mi ayer Esquelas que otrora fiaban sonrojos Y hoy nublan mis ojos si las vuelvo a leerY yo, como los fieles que adoran a su Cristo Con tanto sacro celo tu imagen adoré Que mi alma al fin de darte la dicha que aun persisto Te coronó la virgen de mi perenne fe Más hoy cuando en los brazos del otro amor dichoso Te entregues extasiada de dicha y de placer No olvides que en silencio, con los ojos llorosos Me abrazo a aquellas cartas, creyéndoles tu ser|Igual que las estelas, que siguen las naves Yo marcharé constante detrás de tu querer Mi amor es todo tuyo, muy tuyo, bien lo sabes Y por mi madre juro, que eterno habrá de ser No olvides que te quiero, ni dejes de quererme Ya sabes cuanto sufro si estás lejos de mí Recibe muchos besos y ven prontito a verme ¡Son frases que tu pluma ha escrito para mí!<>Carillas azules, pálidas y rosas Donde rezan cosas que hoy no puedo creer Jirones herejes, del sutil emblema Que flameó al poema del primer querer Frases primorosas que evocan rubores Y entonan amores que sintió mi ayer Esquelas que otrora fiaban sonrojos Y hoy nublan mis ojos si las vuelvo a leer<>Y yo, como los fieles que adoran a su Cristo Con tanto sacro celo tu imagen adoré Que mi alma al fin de darte la dicha que aun persisto Te coronó la virgen de mi perenne fe Más hoy cuando en los brazos del otro amor dichoso Te entregues extasiada de dicha y de placer No olvides que en silencio, con los ojos llorosos Me abrazo a aquellas cartas, creyéndoles tu ser<>|es|1017|[('stereotype', 7.907434552907944), ('active', 6.345530599355698), ('sexual_harassment', 3.4375321120023727), ('passive', 2.3250380530953407)]|('Y yo, como los fieles que adoran a su Cristo Con tanto sacro celo tu imagen adoré Que mi alma al fin de darte la dicha que aun persisto Te coronó la virgen de mi perenne fe Más hoy cuando en los brazos del otro amor dichoso Te entregues extasiada de dicha y de placer No olvides que en silencio, con los ojos llorosos Me abrazo a aquellas cartas, creyéndoles tu ser', ('stereotype', 7.631338387727737), 0)
304|El Zenzontle Pregunta Por Arlen|Eladia Blázquez|Compadre guardabarranco hermano de viento, de canto y de luz, decime si en tus andanzas viste una chavala llamada Arlen Siu.Yo vide zenzontle amigo una estrella dulce en el cañaveral saeta de mil colores dentro los rumores del pajonal.Enterró en el hueco de su guitarra el lucero limpio de su corazón se fue río arriba pa' la sabana como un lirio de agua serenito.Dice Martiniano que en la montaña revolucionario todo es allí, que anda clandestina una mariposa y su responsable es un colibrí, que anda clandestina una mariposa y su responsable es un colibrí.Compadre guardabarranco a'i usted perdone mi curiosidad como era la guerrillera que según sus señas pasó por allá.Le encuentro zenzontle amigo que donde la chinita peleó hasta el Final nació un manantial quedito que a cada ratito le viene a cantar.Enterró en el hueco de su guitarra el lucero limpio de su corazón se fue río arriba pa' la sabana como un lirio de agua serenito.Dice Martiniano que en la montaña revolucionario todo es allí, que anda clandestina una mariposa y su responsable es un colibrí, que anda clandestina una mariposa y su responsable es un colibrí.|Compadre guardabarranco hermano de viento, de canto y de luz, decime si en tus andanzas viste una chavala llamada Arlen Siu.<>Yo vide zenzontle amigo una estrella dulce en el cañaveral saeta de mil colores dentro los rumores del pajonal.<>Enterró en el hueco de su guitarra el lucero limpio de su corazón se fue río arriba pa' la sabana como un lirio de agua serenito.<>Dice Martiniano que en la montaña revolucionario todo es allí, que anda clandestina una mariposa y su responsable es un colibrí, que anda clandestina una mariposa y su responsable es un colibrí.<>Compadre guardabarranco a'i usted perdone mi curiosidad como era la guerrillera que según sus señas pasó por allá.<>Le encuentro zenzontle amigo que donde la chinita peleó hasta el Final nació un manantial quedito que a cada ratito le viene a cantar.<>Enterró en el hueco de su guitarra el lucero limpio de su corazón se fue río arriba pa' la sabana como un lirio de agua serenito.<>Dice Martiniano que en la montaña revolucionario todo es allí, que anda clandestina una mariposa y su responsable es un colibrí, que anda clandestina una mariposa y su responsable es un colibrí.<>|es|1129|[('stereotype', 10.722330212593079), ('active', 6.1676304787397385), ('passive', 5.23998998105526), ('discredit', 2.3645611479878426)]|('Dice Martiniano que en la montaña revolucionario todo es allí, que anda clandestina una mariposa y su responsable es un colibrí, que anda clandestina una mariposa y su responsable es un colibrí.', ('stereotype', 8.634207397699356), 1)
305|Esquinas porteñas|Homero Manzi|Esquina de barrio porteño te pintan los muros la luna y el sol. Te lloran las lluvias de invierno en las acuarelas de mi evocación. Treinta lunas conocen mi herida y cien callecitas nos vieron pasar. Se cruzaron tu vida y mi vida, tomaste la senda que no vuelve más.Calles, donde la vida mansa perdió las esperanzas, la pasión y la fe. Calles, si sé que ya está muerta, golpeando en cada puerta por qué la buscaré. Callecitas, sombreadas de poesía, nos vieron ir un día felices los dos. Compañera del sol y las estrellas, se fue la tarde aquella camino de Dios.Los vientos murmuran mi pena. Las sombras me dicen que ya se marchó. Y escrito en las noches serenas encuentro su nombre como una obsesión. Esquinita de barrio porteño, con muros pintados de luna y de sol, que al llorar con tus lluvias de invierno manchás el paisaje de mi evocación.|Esquina de barrio porteño te pintan los muros la luna y el sol. Te lloran las lluvias de invierno en las acuarelas de mi evocación. Treinta lunas conocen mi herida y cien callecitas nos vieron pasar. Se cruzaron tu vida y mi vida, tomaste la senda que no vuelve más.<>Calles, donde la vida mansa perdió las esperanzas, la pasión y la fe. Calles, si sé que ya está muerta, golpeando en cada puerta por qué la buscaré. Callecitas, sombreadas de poesía, nos vieron ir un día felices los dos. Compañera del sol y las estrellas, se fue la tarde aquella camino de Dios.<>Los vientos murmuran mi pena. Las sombras me dicen que ya se marchó. Y escrito en las noches serenas encuentro su nombre como una obsesión. Esquinita de barrio porteño, con muros pintados de luna y de sol, que al llorar con tus lluvias de invierno manchás el paisaje de mi evocación.<>|es|844|[('active', 29.551509022712708), ('stereotype', 12.337633967399597), ('discredit', 4.717351496219635), ('sexual_harassment', 4.195437952876091)]|('Los vientos murmuran mi pena. Las sombras me dicen que ya se marchó. Y escrito en las noches serenas encuentro su nombre como una obsesión. Esquinita de barrio porteño, con muros pintados de luna y de sol, que al llorar con tus lluvias de invierno manchás el paisaje de mi evocación.', ('stereotype', 6.337787955999374), 0)
306|El Ciruja|Carlos Gardel|Como con bronca y junando De rabo de ojo a un costado Sus pasos ha encaminado Derecho pa'l arrabal Lo lleva el presentimiento De que en aquel potrerito No existe ya el bulincito Que fue su único idealRecordaba aquellas horas de garufa Cuando minga de laburo se pasaba Meta punga al codillo escolaseaba Y en los burros se ligaba un metejón Cuando no era tan junao por los tiras La lanceaba sin tener el manyamiento Una mina le solfeaba todo el vento Y jugo con su pasiónEra un mosaico diquero Que yugaba de quemera Hija de una curandera Mechera de profesión Pero vivía engrupida De un cafiolo vidalita Y le pasaba la guita Que le chacaba al matónFrente a frente dando muestra de coraje Los dos guapos se trenzaron en el bajo Y el Ciruja, que era listo para el tajo Al cafiolo le cobro caro su amor Hoy ya libre 'e la gayola y sin la mina Campaneando un cacho 'e Sol en la vereda Piensa un rato en el amor de la quemera Y solloza en su dolor|Como con bronca y junando De rabo de ojo a un costado Sus pasos ha encaminado Derecho pa'l arrabal Lo lleva el presentimiento De que en aquel potrerito No existe ya el bulincito Que fue su único ideal<>Recordaba aquellas horas de garufa Cuando minga de laburo se pasaba Meta punga al codillo escolaseaba Y en los burros se ligaba un metejón Cuando no era tan junao por los tiras La lanceaba sin tener el manyamiento Una mina le solfeaba todo el vento Y jugo con su pasión<>Era un mosaico diquero Que yugaba de quemera Hija de una curandera Mechera de profesión Pero vivía engrupida De un cafiolo vidalita Y le pasaba la guita Que le chacaba al matón<>Frente a frente dando muestra de coraje Los dos guapos se trenzaron en el bajo Y el Ciruja, que era listo para el tajo Al cafiolo le cobro caro su amor Hoy ya libre 'e la gayola y sin la mina Campaneando un cacho 'e Sol en la vereda Piensa un rato en el amor de la quemera Y solloza en su dolor<>|es|939|[('active', 79.06072735786438), ('stereotype', 51.9952654838562), ('discredit', 14.45380449295044), ('sexual_harassment', 7.653885334730148)]|"(""Frente a frente dando muestra de coraje Los dos guapos se trenzaron en el bajo Y el Ciruja, que era listo para el tajo Al cafiolo le cobro caro su amor Hoy ya libre 'e la gayola y sin la mina Campaneando un cacho 'e Sol en la vereda Piensa un rato en el amor de la quemera Y solloza en su dolor"", ('stereotype', 34.5690131187439), 1)"
307|Perfume|BajoFondo|Perseguiré Los rastros de este afán Como busca el agua a la sed La estela de tu perfumeMe atravesó Tu suave vendaval Rumbo a tu recuerdo seguí La senda de tu perfume(...Del eco de tu perfume)No hay soledad Que aguante el envión El impulso antiguo y sutil Del eco de tu perfume(Perseguiré...) (Perseguiré...) (...La senda de tu perfume)Me atravesó Tu suave vendaval Rumbo a tu recuerdo seguí La senda de tu perfumeNo hay soledad Que aguante el envión El impulso antiguo y sutil Del eco de tu perfume(...Del eco de tu perfume)(Regresarás...)(...La senda de tu perfume)(Regresarás...)Perseguiré los rastros de este afán... Seguí Perseguiré los rastros de este afán... Seguí Perseguiré los rastros de este afán... Seguí...La estela de tu perfume|Perseguiré Los rastros de este afán Como busca el agua a la sed La estela de tu perfume<>Me atravesó Tu suave vendaval Rumbo a tu recuerdo seguí La senda de tu perfume<>(...Del eco de tu perfume)<>No hay soledad Que aguante el envión El impulso antiguo y sutil Del eco de tu perfume<>(Perseguiré...) (Perseguiré...) (...La senda de tu perfume)<>Me atravesó Tu suave vendaval Rumbo a tu recuerdo seguí La senda de tu perfume<>No hay soledad Que aguante el envión El impulso antiguo y sutil Del eco de tu perfume<>(...Del eco de tu perfume)<>(Regresarás...)<>(...La senda de tu perfume)<>(Regresarás...)<>Perseguiré los rastros de este afán... Seguí Perseguiré los rastros de este afán... Seguí Perseguiré los rastros de este afán... Seguí<>...La estela de tu perfume<>|es|741|[('active', 3.778659552335739), ('stereotype', 3.6773063242435455), ('sexual_harassment', 2.2736046463251114), ('dominance', 1.4700531959533691)]|('...La estela de tu perfume', ('stereotype', 26.494288444519043), 2)
